Taget:	Current:	Delta:	PWM:	pp:	ip:	dp:	Time: 			Initial	tcGoal	rtLow	rtHigh		kp	Ki	kd
50	50,5	-0,5	44,438	-0,5	44,938	0	541,791										
50	50,5	-0,5	44,421	-0,5	44,921	0	542,124										
50	50,5	-0,5	44,405	-0,5	44,905	0	542,457										
50	50,5	-0,5	44,388	-0,5	44,888	0	542,79										
50	50,5	-0,5	44,371	-0,5	44,871	0	543,123										
50	50,5	-0,5	44,355	-0,5	44,855	0	543,456										
50	50,5	-0,5	44,338	-0,5	44,838	0	543,789										
50	50,5	-0,5	44,321	-0,5	44,821	0	544,122										
50	50,5	-0,5	44,305	-0,5	44,805	0	544,455										
50	50,5	-0,5	44,288	-0,5	44,788	0	544,788										
50	50,5	-0,5	44,271	-0,5	44,771	0	545,121										
50	50,5	-0,5	44,255	-0,5	44,755	0	545,454										
50	50,5	-0,5	44,238	-0,5	44,738	0	545,787										
50	50,5	-0,5	44,221	-0,5	44,721	0	546,12										
50	50,5	-0,5	44,205	-0,5	44,705	0	546,453										
50	50,5	-0,5	44,188	-0,5	44,688	0	546,786										
50	50,5	-0,5	44,171	-0,5	44,671	0	547,119										
50	50,5	-0,5	44,155	-0,5	44,655	0	547,452										
50	50,5	-0,5	44,138	-0,5	44,638	0	547,785										
50	50,5	-0,5	44,121	-0,5	44,621	0	548,118										
50	50,5	-0,5	44,105	-0,5	44,605	0	548,451										
50	50,5	-0,5	44,088	-0,5	44,588	0	548,784										
50	50,5	-0,5	44,072	-0,5	44,572	0	549,117										
50	50,5	-0,5	44,055	-0,5	44,555	0	549,45										
50	50,5	-0,5	44,038	-0,5	44,538	0	549,783										
50	50,5	-0,5	44,022	-0,5	44,522	0	550,116										
50	50,5	-0,5	44,005	-0,5	44,505	0	550,449										
50	50,5	-0,5	43,988	-0,5	44,488	0	550,782										
50	50,5	-0,5	43,972	-0,5	44,472	0	551,115										
50	50,5	-0,5	43,955	-0,5	44,455	0	551,448										
50	50,5	-0,5	43,938	-0,5	44,438	0	551,781										
50	50,5	-0,5	43,922	-0,5	44,422	0	552,114										
50	50,5	-0,5	43,905	-0,5	44,405	0	552,447										
50	50,5	-0,5	43,888	-0,5	44,388	0	552,78										
50	50,5	-0,5	43,872	-0,5	44,372	0	553,113										
50	50,5	-0,5	43,855	-0,5	44,355	0	553,446										
50	50,5	-0,5	43,838	-0,5	44,338	0	553,779										
50	50,5	-0,5	43,822	-0,5	44,322	0	554,112										
50	50,5	-0,5	43,805	-0,5	44,305	0	554,445										
50	50,5	-0,5	43,788	-0,5	44,288	0	554,778										
50	50,5	-0,5	43,772	-0,5	44,272	0	555,111										
50	50	0	44,272	0	44,272	0	555,444										
50	50,5	-0,5	43,755	-0,5	44,255	0	555,777										
50	50	0	44,255	0	44,255	0	556,11										
50	50	0	44,255	0	44,255	0	556,443										
50	50,5	-0,5	43,739	-0,5	44,239	0	556,776										
50	50	0	44,239	0	44,239	0	557,109										
50	50	0	44,239	0	44,239	0	557,442										
50	50	0	44,239	0	44,239	0	557,775										
50	50,5	-0,5	43,722	-0,5	44,222	0	558,108										
50	50	0	44,222	0	44,222	0	558,441										
50	50	0	44,222	0	44,222	0	558,774										
50	50	0	44,222	0	44,222	0	559,107										
50	50	0	44,222	0	44,222	0	559,44										
50	50	0	44,222	0	44,222	0	559,773										
50	50	0	44,222	0	44,222	0	560,106										
50	50	0	44,222	0	44,222	0	560,439										
50	50	0	44,222	0	44,222	0	560,772										
50	50	0	44,222	0	44,222	0	561,105										
50	50	0	44,222	0	44,222	0	561,438										
50	50	0	44,222	0	44,222	0	561,771										
50	50	0	44,222	0	44,222	0	562,104										
50	50	0	44,222	0	44,222	0	562,437										
50	50	0	44,222	0	44,222	0	562,77										
50	50	0	44,222	0	44,222	0	563,103										
50	50	0	44,222	0	44,222	0	563,436										
50	50	0	44,222	0	44,222	0	563,769										
50	50	0	44,222	0	44,222	0	564,102										
50	50	0	44,222	0	44,222	0	564,435										
50	50	0	44,222	0	44,222	0	564,768										
50	50	0	44,222	0	44,222	0	565,101										
50	50	0	44,222	0	44,222	0	565,434										
50	50	0	44,222	0	44,222	0	565,767										
50	50	0	44,222	0	44,222	0	566,1										
50	50	0	44,222	0	44,222	0	566,433										
50	50	0	44,222	0	44,222	0	566,766										
50	50,5	-0,5	43,705	-0,5	44,205	0	567,099										
50	50	0	44,205	0	44,205	0	567,432										
50	50	0	44,205	0	44,205	0	567,765										
50	50,5	-0,5	43,689	-0,5	44,189	0	568,098										
50	50	0	44,189	0	44,189	0	568,431										
50	50	0	44,189	0	44,189	0	568,764										
50	50	0	44,189	0	44,189	0	569,097										
50	50,5	-0,5	43,672	-0,5	44,172	0	569,43										
50	50	0	44,172	0	44,172	0	569,763										
50	50,5	-0,5	43,655	-0,5	44,155	0	570,096										
50	50	0	44,155	0	44,155	0	570,429										
50	50,5	-0,5	43,639	-0,5	44,139	0	570,762										
50	50,5	-0,5	43,622	-0,5	44,122	0	571,095										
50	50	0	44,122	0	44,122	0	571,428										
50	50	0	44,122	0	44,122	0	571,761										
50	50	0	44,122	0	44,122	0	572,094										
50	50	0	44,122	0	44,122	0	572,427										
50	50,5	-0,5	43,605	-0,5	44,105	0	572,76										
50	50	0	44,105	0	44,105	0	573,093										
50	50	0	44,105	0	44,105	0	573,426										
50	50	0	44,105	0	44,105	0	573,759										
50	50	0	44,105	0	44,105	0	574,092										
50	50	0	44,105	0	44,105	0	574,425										
50	50	0	44,105	0	44,105	0	574,758										
50	50,5	-0,5	43,589	-0,5	44,089	0	575,091										
50	50,5	-0,5	43,572	-0,5	44,072	0	575,424										
50	50	0	44,072	0	44,072	0	575,757										
50	50,5	-0,5	43,555	-0,5	44,055	0	576,09										
50	50	0	44,055	0	44,055	0	576,423										
50	50	0	44,055	0	44,055	0	576,756										
50	50,5	-0,5	43,539	-0,5	44,039	0	577,089										
50	50	0	44,039	0	44,039	0	577,422										
50	50	0	44,039	0	44,039	0	577,755										
50	50	0	44,039	0	44,039	0	578,088										
50	50	0	44,039	0	44,039	0	578,421										
50	50	0	44,039	0	44,039	0	578,754										
50	50	0	44,039	0	44,039	0	579,087										
50	50	0	44,039	0	44,039	0	579,42										
50	50,5	-0,5	43,522	-0,5	44,022	0	579,753										
50	50	0	44,022	0	44,022	0	580,086										
50	50	0	44,022	0	44,022	0	580,419										
50	50	0	44,022	0	44,022	0	580,752										
50	50	0	44,022	0	44,022	0	581,085										
50	50	0	44,022	0	44,022	0	581,418										
50	50	0	44,022	0	44,022	0	581,751										
50	50	0	44,022	0	44,022	0	582,084										
50	50	0	44,022	0	44,022	0	582,417										
50	50	0	44,022	0	44,022	0	582,75										
50	50	0	44,022	0	44,022	0	583,083										
50	50	0	44,022	0	44,022	0	583,416										
50	50	0	44,022	0	44,022	0	583,749										
50	50	0	44,022	0	44,022	0	584,082										
50	50	0	44,022	0	44,022	0	584,415										
50	50	0	44,022	0	44,022	0	584,748										
50	50	0	44,022	0	44,022	0	585,081										
50	50	0	44,022	0	44,022	0	585,414										
50	50,5	-0,5	43,505	-0,5	44,005	0	585,747										
50	50	0	44,005	0	44,005	0	586,08										
50	50,5	-0,5	43,489	-0,5	43,989	0	586,413										
50	50	0	43,989	0	43,989	0	586,746										
50	50	0	43,989	0	43,989	0	587,079										
50	50	0	43,989	0	43,989	0	587,412										
50	50	0	43,989	0	43,989	0	587,745										
50	50	0	43,989	0	43,989	0	588,078										
50	50	0	43,989	0	43,989	0	588,411										
50	50	0	43,989	0	43,989	0	588,744										
50	50	0	43,989	0	43,989	0	589,077										
50	50	0	43,989	0	43,989	0	589,41										
50	50	0	43,989	0	43,989	0	589,743										
50	50	0	43,989	0	43,989	0	590,076										
50	50	0	43,989	0	43,989	0	590,409										
50	50	0	43,989	0	43,989	0	590,742										
50	50	0	43,989	0	43,989	0	591,075										
50	50	0	43,989	0	43,989	0	591,408										
50	50	0	43,989	0	43,989	0	591,741										
50	50	0	43,989	0	43,989	0	592,074										
50	50	0	43,989	0	43,989	0	592,407										
50	50	0	43,989	0	43,989	0	592,74										
50	50	0	43,989	0	43,989	0	593,073										
50	50	0	43,989	0	43,989	0	593,406										
50	50	0	43,989	0	43,989	0	593,739										
50	50	0	43,989	0	43,989	0	594,072										
50	50	0	43,989	0	43,989	0	594,405										
50	50	0	43,989	0	43,989	0	594,738										
50	50	0	43,989	0	43,989	0	595,071										
50	50	0	43,989	0	43,989	0	595,404										
50	50	0	43,989	0	43,989	0	595,737										
50	50	0	43,989	0	43,989	0	596,07										
50	50	0	43,989	0	43,989	0	596,403										
50	50	0	43,989	0	43,989	0	596,736										
50	50	0	43,989	0	43,989	0	597,069										
50	50	0	43,989	0	43,989	0	597,402										
50	50	0	43,989	0	43,989	0	597,735										
50	50	0	43,989	0	43,989	0	598,068										
50	50	0	43,989	0	43,989	0	598,401										
50	50	0	43,989	0	43,989	0	598,734										
50	50	0	43,989	0	43,989	0	599,067										
50	50	0	43,989	0	43,989	0	599,4										
50	50	0	43,989	0	43,989	0	599,733										
50	50	0	43,989	0	43,989	0	600,066										
50	50	0	43,989	0	43,989	0	600,399										
50	50	0	43,989	0	43,989	0	600,732										
50	50	0	43,989	0	43,989	0	601,065										
50	50	0	43,989	0	43,989	0	601,398										
50	50	0	43,989	0	43,989	0	601,731										
50	50	0	43,989	0	43,989	0	602,064										
50	50	0	43,989	0	43,989	0	602,397										
50	50	0	43,989	0	43,989	0	602,73										
50	50	0	43,989	0	43,989	0	603,063										
50	50	0	43,989	0	43,989	0	603,396										
50	50	0	43,989	0	43,989	0	603,729										
50	50	0	43,989	0	43,989	0	604,062										
50	50	0	43,989	0	43,989	0	604,395										
50	50	0	43,989	0	43,989	0	604,728										
50	50	0	43,989	0	43,989	0	605,061										
50	50	0	43,989	0	43,989	0	605,394										
50	50	0	43,989	0	43,989	0	605,727										
50	50	0	43,989	0	43,989	0	606,06										
50	50	0	43,989	0	43,989	0	606,393										
50	50	0	43,989	0	43,989	0	606,726										
50	50	0	43,989	0	43,989	0	607,059										
50	50	0	43,989	0	43,989	0	607,392										
50	50	0	43,989	0	43,989	0	607,725										
50	50	0	43,989	0	43,989	0	608,058										
50	50	0	43,989	0	43,989	0	608,391										
50	50	0	43,989	0	43,989	0	608,724										
50	50	0	43,989	0	43,989	0	609,057										
50	50	0	43,989	0	43,989	0	609,39										
50	50	0	43,989	0	43,989	0	609,723										
50	50	0	43,989	0	43,989	0	610,056										
50	50	0	43,989	0	43,989	0	610,389										
50	50	0	43,989	0	43,989	0	610,722										
50	50	0	43,989	0	43,989	0	611,055										
50	50	0	43,989	0	43,989	0	611,388										
50	50	0	43,989	0	43,989	0	611,721										
50	50	0	43,989	0	43,989	0	612,054										
50	50	0	43,989	0	43,989	0	612,387										
50	50	0	43,989	0	43,989	0	612,72										
50	50	0	43,989	0	43,989	0	613,053										
50	50	0	43,989	0	43,989	0	613,386										
50	50	0	43,989	0	43,989	0	613,719										
50	50	0	43,989	0	43,989	0	614,052										
50	50	0	43,989	0	43,989	0	614,385										
50	50	0	43,989	0	43,989	0	614,718										
50	50	0	43,989	0	43,989	0	615,051										
50	50	0	43,989	0	43,989	0	615,384										
50	50	0	43,989	0	43,989	0	615,717										
50	50	0	43,989	0	43,989	0	616,05										
50	50	0	43,989	0	43,989	0	616,383										
50	50	0	43,989	0	43,989	0	616,716										
50	50	0	43,989	0	43,989	0	617,049										
50	50	0	43,989	0	43,989	0	617,382										
50	50	0	43,989	0	43,989	0	617,715										
50	50	0	43,989	0	43,989	0	618,048										
50	50	0	43,989	0	43,989	0	618,381										
50	50	0	43,989	0	43,989	0	618,714										
50	50	0	43,989	0	43,989	0	619,047										
50	50	0	43,989	0	43,989	0	619,38										
50	50	0	43,989	0	43,989	0	619,713										
50	50	0	43,989	0	43,989	0	620,046										
50	50	0	43,989	0	43,989	0	620,379										
50	50	0	43,989	0	43,989	0	620,712										
50	50	0	43,989	0	43,989	0	621,045										
50	50	0	43,989	0	43,989	0	621,378										
50	50	0	43,989	0	43,989	0	621,711										
50	50	0	43,989	0	43,989	0	622,044										
50	50	0	43,989	0	43,989	0	622,377										
50	50	0	43,989	0	43,989	0	622,71										
50	50	0	43,989	0	43,989	0	623,043										
50	50	0	43,989	0	43,989	0	623,376										
50	50	0	43,989	0	43,989	0	623,709										
50	50	0	43,989	0	43,989	0	624,042										
50	50	0	43,989	0	43,989	0	624,375										
50	50	0	43,989	0	43,989	0	624,708										
50	50	0	43,989	0	43,989	0	625,041										
50	50	0	43,989	0	43,989	0	625,374										
50	50	0	43,989	0	43,989	0	625,707										
50	50	0	43,989	0	43,989	0	626,04										
50	50	0	43,989	0	43,989	0	626,373										
50	50	0	43,989	0	43,989	0	626,706										
50	50	0	43,989	0	43,989	0	627,039										
50	50	0	43,989	0	43,989	0	627,372										
50	50	0	43,989	0	43,989	0	627,705										
50	50	0	43,989	0	43,989	0	628,038										
50	50	0	43,989	0	43,989	0	628,371										
50	50	0	43,989	0	43,989	0	628,704										
50	50	0	43,989	0	43,989	0	629,037										
50	50	0	43,989	0	43,989	0	629,37										
50	50	0	43,989	0	43,989	0	629,703										
50	50	0	43,989	0	43,989	0	630,036										
50	50	0	43,989	0	43,989	0	630,369										
50	50	0	43,989	0	43,989	0	630,702										
50	50	0	43,989	0	43,989	0	631,035										
50	50	0	43,989	0	43,989	0	631,368										
50	50	0	43,989	0	43,989	0	631,701										
50	50	0	43,989	0	43,989	0	632,034										
50	50	0	43,989	0	43,989	0	632,367										
50	50	0	43,989	0	43,989	0	632,7										
50	50	0	43,989	0	43,989	0	633,033										
50	50	0	43,989	0	43,989	0	633,366										
50	50	0	43,989	0	43,989	0	633,699										
50	50	0	43,989	0	43,989	0	634,032										
50	50	0	43,989	0	43,989	0	634,365										
50	50	0	43,989	0	43,989	0	634,698										
50	50	0	43,989	0	43,989	0	635,031										
50	50	0	43,989	0	43,989	0	635,364										
50	50	0	43,989	0	43,989	0	635,697										
50	50	0	43,989	0	43,989	0	636,03										
50	50	0	43,989	0	43,989	0	636,363										
50	50	0	43,989	0	43,989	0	636,696										
50	50	0	43,989	0	43,989	0	637,029										
50	50	0	43,989	0	43,989	0	637,362										
50	50	0	43,989	0	43,989	0	637,695										
50	50	0	43,989	0	43,989	0	638,028										
50	50	0	43,989	0	43,989	0	638,361										
50	50	0	43,989	0	43,989	0	638,694										
50	50	0	43,989	0	43,989	0	639,027										
50	50	0	43,989	0	43,989	0	639,36										
50	50	0	43,989	0	43,989	0	639,693										
50	50	0	43,989	0	43,989	0	640,026										
50	50	0	43,989	0	43,989	0	640,359										
50	50	0	43,989	0	43,989	0	640,692										
50	50	0	43,989	0	43,989	0	641,025										
50	50	0	43,989	0	43,989	0	641,358										
50	50	0	43,989	0	43,989	0	641,691										
50	50	0	43,989	0	43,989	0	642,024										
50	50	0	43,989	0	43,989	0	642,357										
50	50	0	43,989	0	43,989	0	642,69										
50	50	0	43,989	0	43,989	0	643,023										
50	50	0	43,989	0	43,989	0	643,356										
50	50	0	43,989	0	43,989	0	643,689										
50	50	0	43,989	0	43,989	0	644,022										
50	50	0	43,989	0	43,989	0	644,355										
50	50	0	43,989	0	43,989	0	644,688										
50	50	0	43,989	0	43,989	0	645,021										
50	50	0	43,989	0	43,989	0	645,354										
50	50	0	43,989	0	43,989	0	645,687										
50	50	0	43,989	0	43,989	0	646,02										
50	50	0	43,989	0	43,989	0	646,353										
50	50	0	43,989	0	43,989	0	646,686										
50	50	0	43,989	0	43,989	0	647,019										
50	50	0	43,989	0	43,989	0	647,352										
50	50	0	43,989	0	43,989	0	647,685										
50	50	0	43,989	0	43,989	0	648,018										
50	50	0	43,989	0	43,989	0	648,351										
50	50	0	43,989	0	43,989	0	648,684										
50	50	0	43,989	0	43,989	0	649,017										
50	50	0	43,989	0	43,989	0	649,35										
50	50	0	43,989	0	43,989	0	649,683										
50	50	0	43,989	0	43,989	0	650,016										
50	50	0	43,989	0	43,989	0	650,349										
50	50	0	43,989	0	43,989	0	650,682										
50	50	0	43,989	0	43,989	0	651,015										
50	50	0	43,989	0	43,989	0	651,348										
50	50	0	43,989	0	43,989	0	651,681										
50	50	0	43,989	0	43,989	0	652,014										
50	50	0	43,989	0	43,989	0	652,347										
50	50	0	43,989	0	43,989	0	652,68										
50	50	0	43,989	0	43,989	0	653,013										
50	50	0	43,989	0	43,989	0	653,346										
50	50	0	43,989	0	43,989	0	653,679										
50	50	0	43,989	0	43,989	0	654,012										
50	50	0	43,989	0	43,989	0	654,345										
50	50	0	43,989	0	43,989	0	654,678										
50	50	0	43,989	0	43,989	0	655,011										
50	50	0	43,989	0	43,989	0	655,344										
50	50	0	43,989	0	43,989	0	655,677										
50	50	0	43,989	0	43,989	0	656,01										
50	50	0	43,989	0	43,989	0	656,343										
50	50	0	43,989	0	43,989	0	656,676										
50	50	0	43,989	0	43,989	0	657,009										
50	50	0	43,989	0	43,989	0	657,342										
50	50	0	43,989	0	43,989	0	657,675										
50	50	0	43,989	0	43,989	0	658,008										
50	50	0	43,989	0	43,989	0	658,341										
50	50	0	43,989	0	43,989	0	658,674										
50	50	0	43,989	0	43,989	0	659,007										
50	50	0	43,989	0	43,989	0	659,34										
50	50	0	43,989	0	43,989	0	659,673										
50	50	0	43,989	0	43,989	0	660,006										
50	50	0	43,989	0	43,989	0	660,339										
50	50	0	43,989	0	43,989	0	660,672										
50	50	0	43,989	0	43,989	0	661,005										
50	50	0	43,989	0	43,989	0	661,338										
50	50	0	43,989	0	43,989	0	661,671										
50	50	0	43,989	0	43,989	0	662,004										
50	50	0	43,989	0	43,989	0	662,337										
50	50	0	43,989	0	43,989	0	662,67										
50	50	0	43,989	0	43,989	0	663,003										
50	50	0	43,989	0	43,989	0	663,336										
50	50	0	43,989	0	43,989	0	663,669										
50	50	0	43,989	0	43,989	0	664,002										
50	50	0	43,989	0	43,989	0	664,335										
50	50	0	43,989	0	43,989	0	664,668										
50	50	0	43,989	0	43,989	0	665,001										
50	50	0	43,989	0	43,989	0	665,334										
50	50	0	43,989	0	43,989	0	665,667										
50	50	0	43,989	0	43,989	0	666										
50	50	0	43,989	0	43,989	0	666,333										
50	50	0	43,989	0	43,989	0	666,666										
50	50	0	43,989	0	43,989	0	666,999										
50	50	0	43,989	0	43,989	0	667,332										
50	50	0	43,989	0	43,989	0	667,665										
50	50	0	43,989	0	43,989	0	667,998										
50	50	0	43,989	0	43,989	0	668,331										
50	50	0	43,989	0	43,989	0	668,664										
50	50	0	43,989	0	43,989	0	668,997										
50	50	0	43,989	0	43,989	0	669,33										
50	50	0	43,989	0	43,989	0	669,663										
50	50	0	43,989	0	43,989	0	669,996										
50	50	0	43,989	0	43,989	0	670,329										
50	50	0	43,989	0	43,989	0	670,662										
50	50	0	43,989	0	43,989	0	670,995										
50	50	0	43,989	0	43,989	0	671,328										
50	50	0	43,989	0	43,989	0	671,661										
50	50	0	43,989	0	43,989	0	671,994										
50	50	0	43,989	0	43,989	0	672,327										
50	50	0	43,989	0	43,989	0	672,66										
50	50	0	43,989	0	43,989	0	672,993										
50	50	0	43,989	0	43,989	0	673,326										
50	50	0	43,989	0	43,989	0	673,659										
50	50	0	43,989	0	43,989	0	673,992										
50	50	0	43,989	0	43,989	0	674,325										
50	50	0	43,989	0	43,989	0	674,658										
50	50	0	43,989	0	43,989	0	674,991										
50	50	0	43,989	0	43,989	0	675,324										
50	50	0	43,989	0	43,989	0	675,657										
50	50	0	43,989	0	43,989	0	675,99										
50	50	0	43,989	0	43,989	0	676,323										
50	50	0	43,989	0	43,989	0	676,656										
50	50	0	43,989	0	43,989	0	676,989										
50	50	0	43,989	0	43,989	0	677,322										
50	50	0	43,989	0	43,989	0	677,655										
50	50	0	43,989	0	43,989	0	677,988										
50	50	0	43,989	0	43,989	0	678,321										
50	50	0	43,989	0	43,989	0	678,654										
50	50	0	43,989	0	43,989	0	678,987										
50	50	0	43,989	0	43,989	0	679,32										
50	50	0	43,989	0	43,989	0	679,653										
50	50	0	43,989	0	43,989	0	679,986										
50	50	0	43,989	0	43,989	0	680,319										
50	50	0	43,989	0	43,989	0	680,652										
50	50	0	43,989	0	43,989	0	680,985										
50	50	0	43,989	0	43,989	0	681,318										
50	50	0	43,989	0	43,989	0	681,651										
50	50	0	43,989	0	43,989	0	681,984										
50	50	0	43,989	0	43,989	0	682,317										
50	50	0	43,989	0	43,989	0	682,65										
50	50	0	43,989	0	43,989	0	682,983										
50	50	0	43,989	0	43,989	0	683,316										
50	50	0	43,989	0	43,989	0	683,649										
50	50	0	43,989	0	43,989	0	683,982										
50	50	0	43,989	0	43,989	0	684,315										
50	50	0	43,989	0	43,989	0	684,648										
50	50	0	43,989	0	43,989	0	684,981										
50	50	0	43,989	0	43,989	0	685,314										
50	50	0	43,989	0	43,989	0	685,647										
50	50	0	43,989	0	43,989	0	685,98										
50	50	0	43,989	0	43,989	0	686,313										
50	50	0	43,989	0	43,989	0	686,646										
50	50	0	43,989	0	43,989	0	686,979										
50	50	0	43,989	0	43,989	0	687,312										
50	50	0	43,989	0	43,989	0	687,645										
50	50	0	43,989	0	43,989	0	687,978										
50	49,5	0,5	44,505	0,5	44,005	0	688,311										
50	50	0	44,005	0	44,005	0	688,644										
50	49,5	0,5	44,522	0,5	44,022	0	688,977										
50	49,5	0,5	44,539	0,5	44,039	0	689,31										
50	49,5	0,5	44,555	0,5	44,055	0	689,643										
50	50	0	44,055	0	44,055	0	689,976										
50	50	0	44,055	0	44,055	0	690,309										
50	50	0	44,055	0	44,055	0	690,642										
50	50	0	44,055	0	44,055	0	690,975										
50	49,5	0,5	44,572	0,5	44,072	0	691,308										
50	49,5	0,5	44,589	0,5	44,089	0	691,641										
50	49,5	0,5	44,605	0,5	44,105	0	691,974										
50	50	0	44,105	0	44,105	0	692,307										
50	50	0	44,105	0	44,105	0	692,64										
50	50	0	44,105	0	44,105	0	692,973										
50	50	0	44,105	0	44,105	0	693,306										
50	50	0	44,105	0	44,105	0	693,639										
50	50	0	44,105	0	44,105	0	693,972										
50	50	0	44,105	0	44,105	0	694,305										
50	50	0	44,105	0	44,105	0	694,638										
50	50	0	44,105	0	44,105	0	694,971										
50	50	0	44,105	0	44,105	0	695,304										
50	50	0	44,105	0	44,105	0	695,637										
50	50	0	44,105	0	44,105	0	695,97										
50	50	0	44,105	0	44,105	0	696,303										
50	50	0	44,105	0	44,105	0	696,636										
50	50	0	44,105	0	44,105	0	696,969										
50	50	0	44,105	0	44,105	0	697,302										
50	50	0	44,105	0	44,105	0	697,635										
50	50	0	44,105	0	44,105	0	697,968										
50	50	0	44,105	0	44,105	0	698,301										
50	50	0	44,105	0	44,105	0	698,634										
50	50	0	44,105	0	44,105	0	698,967										
50	50	0	44,105	0	44,105	0	699,3										
50	50	0	44,105	0	44,105	0	699,633										
50	50	0	44,105	0	44,105	0	699,966										
50	50	0	44,105	0	44,105	0	700,299										
50	50	0	44,105	0	44,105	0	700,632										
50	50	0	44,105	0	44,105	0	700,965										
50	50	0	44,105	0	44,105	0	701,298										
50	50	0	44,105	0	44,105	0	701,631										
50	50	0	44,105	0	44,105	0	701,964										
50	50	0	44,105	0	44,105	0	702,297										
50	50	0	44,105	0	44,105	0	702,63										
50	50	0	44,105	0	44,105	0	702,963										
50	50	0	44,105	0	44,105	0	703,296										
50	50	0	44,105	0	44,105	0	703,629										
50	50	0	44,105	0	44,105	0	703,962										
50	50	0	44,105	0	44,105	0	704,295										
50	50	0	44,105	0	44,105	0	704,628										
50	50	0	44,105	0	44,105	0	704,961										
50	50	0	44,105	0	44,105	0	705,294										
50	50	0	44,105	0	44,105	0	705,627										
50	50	0	44,105	0	44,105	0	705,96										
50	50	0	44,105	0	44,105	0	706,293										
50	50	0	44,105	0	44,105	0	706,626										
50	50	0	44,105	0	44,105	0	706,959										
50	50	0	44,105	0	44,105	0	707,292										
50	50	0	44,105	0	44,105	0	707,625										
50	50	0	44,105	0	44,105	0	707,958										
50	50	0	44,105	0	44,105	0	708,291										
50	50	0	44,105	0	44,105	0	708,624										
50	50	0	44,105	0	44,105	0	708,957										
50	50	0	44,105	0	44,105	0	709,29										
50	50	0	44,105	0	44,105	0	709,623										
50	50	0	44,105	0	44,105	0	709,956										
50	50	0	44,105	0	44,105	0	710,289										
50	50	0	44,105	0	44,105	0	710,622										
50	50	0	44,105	0	44,105	0	710,955										
50	50	0	44,105	0	44,105	0	711,288										
50	50	0	44,105	0	44,105	0	711,621										
50	50	0	44,105	0	44,105	0	711,954										
50	50	0	44,105	0	44,105	0	712,287										
50	50	0	44,105	0	44,105	0	712,62										
50	50	0	44,105	0	44,105	0	712,953										
50	50	0	44,105	0	44,105	0	713,286										
50	50	0	44,105	0	44,105	0	713,619										
50	50	0	44,105	0	44,105	0	713,952										
50	50	0	44,105	0	44,105	0	714,285										
50	50	0	44,105	0	44,105	0	714,618										
50	50	0	44,105	0	44,105	0	714,951										
50	50	0	44,105	0	44,105	0	715,284										
50	50	0	44,105	0	44,105	0	715,617										
50	50	0	44,105	0	44,105	0	715,95										
50	50	0	44,105	0	44,105	0	716,283										
50	50	0	44,105	0	44,105	0	716,616										
50	50	0	44,105	0	44,105	0	716,949										
50	50	0	44,105	0	44,105	0	717,282										
50	50	0	44,105	0	44,105	0	717,615										
50	50	0	44,105	0	44,105	0	717,948										
50	50	0	44,105	0	44,105	0	718,281										
50	50	0	44,105	0	44,105	0	718,614										
50	50	0	44,105	0	44,105	0	718,947										
50	50	0	44,105	0	44,105	0	719,28										
50	50	0	44,105	0	44,105	0	719,613										
50	50	0	44,105	0	44,105	0	719,946										
50	50	0	44,105	0	44,105	0	720,279										
50	50	0	44,105	0	44,105	0	720,612										
50	50	0	44,105	0	44,105	0	720,945										
50	50	0	44,105	0	44,105	0	721,278										
50	50	0	44,105	0	44,105	0	721,611										
50	50	0	44,105	0	44,105	0	721,944										
50	50	0	44,105	0	44,105	0	722,277										
50	50	0	44,105	0	44,105	0	722,61										
50	50	0	44,105	0	44,105	0	722,943										
50	50	0	44,105	0	44,105	0	723,276										
50	50	0	44,105	0	44,105	0	723,609										
50	50	0	44,105	0	44,105	0	723,942										
50	50	0	44,105	0	44,105	0	724,275										
50	50	0	44,105	0	44,105	0	724,608										
50	50	0	44,105	0	44,105	0	724,941										
50	50	0	44,105	0	44,105	0	725,274										
50	50	0	44,105	0	44,105	0	725,607										
50	50	0	44,105	0	44,105	0	725,94										
50	50	0	44,105	0	44,105	0	726,273										
50	50	0	44,105	0	44,105	0	726,606										
50	50	0	44,105	0	44,105	0	726,939										
50	50	0	44,105	0	44,105	0	727,272										
50	50	0	44,105	0	44,105	0	727,605										
50	50	0	44,105	0	44,105	0	727,938										
50	50	0	44,105	0	44,105	0	728,271										
50	50	0	44,105	0	44,105	0	728,604										
50	50	0	44,105	0	44,105	0	728,937										
50	50	0	44,105	0	44,105	0	729,27										
50	50	0	44,105	0	44,105	0	729,603										
50	50	0	44,105	0	44,105	0	729,936										
50	50	0	44,105	0	44,105	0	730,269										
50	50	0	44,105	0	44,105	0	730,602										
50	50	0	44,105	0	44,105	0	730,935										
50	50	0	44,105	0	44,105	0	731,268										
50	50	0	44,105	0	44,105	0	731,601										
50	50	0	44,105	0	44,105	0	731,934										
50	50	0	44,105	0	44,105	0	732,267										
50	50	0	44,105	0	44,105	0	732,6										
50	50	0	44,105	0	44,105	0	732,933										
50	50	0	44,105	0	44,105	0	733,266										
50	50	0	44,105	0	44,105	0	733,599										
50	50	0	44,105	0	44,105	0	733,932										
50	50	0	44,105	0	44,105	0	734,265										
50	50	0	44,105	0	44,105	0	734,598										
50	50	0	44,105	0	44,105	0	734,931										
50	50	0	44,105	0	44,105	0	735,264										
50	50	0	44,105	0	44,105	0	735,597										
