Taget:;Current:;Delta:;PWM:;pp:;ip:;dp:
50,0;50,0;0,0;45,587;0,000;45,587;0,000
50,0;50,0;0,0;45,587;0,000;45,587;0,000
50,0;50,0;0,0;45,587;0,000;45,587;0,000
50,0;50,0;0,0;45,587;0,000;45,587;0,000
50,0;50,5;-0,5;44,420;-1,000;45,571;-0,150
50,0;50,5;-0,5;44,554;-1,000;45,554;0,000
50,0;50,0;0,0;45,704;0,000;45,554;0,150
50,0;50,5;-0,5;44,387;-1,000;45,537;-0,150
50,0;50,0;0,0;45,687;0,000;45,537;0,150
50,0;50,0;0,0;45,537;0,000;45,537;0,000
50,0;50,5;-0,5;44,371;-1,000;45,521;-0,150
50,0;50,0;0,0;45,671;0,000;45,521;0,150
50,0;50,0;0,0;45,521;0,000;45,521;0,000
50,0;50,0;0,0;45,521;0,000;45,521;0,000
50,0;50,0;0,0;45,521;0,000;45,521;0,000
50,0;50,5;-0,5;44,354;-1,000;45,504;-0,150
50,0;50,0;0,0;45,654;0,000;45,504;0,150
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,0;0,0;45,504;0,000;45,504;0,000
50,0;50,5;-0,5;44,337;-1,000;45,487;-0,150
50,0;50,0;0,0;45,638;0,000;45,487;0,150
50,0;50,0;0,0;45,487;0,000;45,487;0,000
50,0;50,0;0,0;45,487;0,000;45,487;0,000
50,0;50,0;0,0;45,487;0,000;45,487;0,000
50,0;50,0;0,0;45,487;0,000;45,487;0,000
50,0;50,0;0,0;45,487;0,000;45,487;0,000
50,0;50,0;0,0;45,487;0,000;45,487;0,000
50,0;50,5;-0,5;44,321;-1,000;45,471;-0,150
50,0;50,0;0,0;45,621;0,000;45,471;0,150
50,0;50,5;-0,5;44,304;-1,000;45,454;-0,150
50,0;50,0;0,0;45,604;0,000;45,454;0,150
50,0;50,0;0,0;45,454;0,000;45,454;0,000
50,0;50,0;0,0;45,454;0,000;45,454;0,000
50,0;50,5;-0,5;44,287;-1,000;45,437;-0,150
50,0;50,5;-0,5;44,421;-1,000;45,421;0,000
50,0;50,0;0,0;45,571;0,000;45,421;0,150
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,0;0,0;45,421;0,000;45,421;0,000
50,0;50,5;-0,5;44,254;-1,000;45,404;-0,150
50,0;50,0;0,0;45,554;0,000;45,404;0,150
50,0;50,5;-0,5;44,237;-1,000;45,387;-0,150
50,0;50,5;-0,5;44,371;-1,000;45,371;0,000
50,0;50,5;-0,5;44,354;-1,000;45,354;0,000
50,0;50,0;0,0;45,504;0,000;45,354;0,150
50,0;50,5;-0,5;44,187;-1,000;45,338;-0,150
50,0;50,0;0,0;45,488;0,000;45,338;0,150
50,0;50,5;-0,5;44,171;-1,000;45,321;-0,150
50,0;50,0;0,0;45,471;0,000;45,321;0,150
50,0;50,0;0,0;45,321;0,000;45,321;0,000
50,0;50,0;0,0;45,321;0,000;45,321;0,000
50,0;50,5;-0,5;44,154;-1,000;45,304;-0,150
50,0;50,0;0,0;45,454;0,000;45,304;0,150
50,0;50,0;0,0;45,304;0,000;45,304;0,000
50,0;50,5;-0,5;44,137;-1,000;45,288;-0,150
50,0;50,5;-0,5;44,271;-1,000;45,271;0,000
50,0;50,5;-0,5;44,254;-1,000;45,254;0,000
50,0;50,5;-0,5;44,238;-1,000;45,238;0,000
50,0;50,0;0,0;45,388;0,000;45,238;0,150
50,0;50,5;-0,5;44,071;-1,000;45,221;-0,150
50,0;50,5;-0,5;44,204;-1,000;45,204;0,000
50,0;50,5;-0,5;44,188;-1,000;45,188;0,000
50,0;50,5;-0,5;44,171;-1,000;45,171;0,000
50,0;50,0;0,0;45,321;0,000;45,171;0,150
50,0;50,0;0,0;45,171;0,000;45,171;0,000
50,0;50,5;-0,5;44,004;-1,000;45,154;-0,150
50,0;50,5;-0,5;44,138;-1,000;45,138;0,000
50,0;50,5;-0,5;44,121;-1,000;45,121;0,000
50,0;50,5;-0,5;44,104;-1,000;45,104;0,000
50,0;50,5;-0,5;44,088;-1,000;45,088;0,000
50,0;50,0;0,0;45,238;0,000;45,088;0,150
50,0;50,5;-0,5;43,921;-1,000;45,071;-0,150
50,0;50,5;-0,5;44,054;-1,000;45,054;0,000
50,0;50,0;0,0;45,205;0,000;45,054;0,150
50,0;50,0;0,0;45,054;0,000;45,054;0,000
50,0;50,5;-0,5;43,888;-1,000;45,038;-0,150
50,0;50,5;-0,5;44,021;-1,000;45,021;0,000
50,0;50,0;0,0;45,171;0,000;45,021;0,150
50,0;50,5;-0,5;43,854;-1,000;45,005;-0,150
50,0;50,5;-0,5;43,988;-1,000;44,988;0,000
50,0;50,5;-0,5;43,971;-1,000;44,971;0,000
50,0;50,5;-0,5;43,955;-1,000;44,955;0,000
50,0;50,5;-0,5;43,938;-1,000;44,938;0,000
50,0;50,0;0,0;45,088;0,000;44,938;0,150
50,0;50,5;-0,5;43,771;-1,000;44,921;-0,150
50,0;50,5;-0,5;43,905;-1,000;44,905;0,000
50,0;50,0;0,0;45,055;0,000;44,905;0,150
50,0;50,0;0,0;44,905;0,000;44,905;0,000
50,0;50,0;0,0;44,905;0,000;44,905;0,000
50,0;50,0;0,0;44,905;0,000;44,905;0,000
50,0;50,5;-0,5;43,738;-1,000;44,888;-0,150
50,0;50,0;0,0;45,038;0,000;44,888;0,150
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
50,0;50,0;0,0;44,888;0,000;44,888;0,000
